2452:12832,2282,50665,90538,2548,19626,35332,12961,4251,27927
2453:23740,71417,2908,29657,50665,90538,2548,35332,12961,429
2454:508,3107,1352,1527,931,8,1126,902,2200,1405
2456:736,17,58,84,518,616,542,1089,101,354
2461:61,1405,542,356,3101,114,1578,101,402,518
2464:518,654,8,787,616,58,354,650,94,301
2465:58,616,101,554,15,84,564,32,327,289
2469:61,1405,32,564,1050,542,7210,65,245,353
2489:168,760,719,1326,5557,984,801,5480,135,1528
2491:50665,90538,2548,35332,12961,4251,2097,219,394,2931
2499:1097,58,302,17,508,861,1274,62,1196,1245
2500:542,8,1119,787,103,654,354,15,402,2302
2501:65,1402,119,931,131,8,2715,219,546,698
2505:58,17,422,518,1196,238,430,194,61,1405
2510:30152,40898,30139,2450,13599,1578,6445,591,162,3683
2515:8,1535,616,564,354,226,1023,1511,518,508
2518:5097,3568,890,4880,4743,40,10254,5670,56166,10163
2520:114,58,616,17,1050,194,902,2193,542,3249
2521:616,542,58,364,861,101,554,302,61,650
2524:654,58,17,633,302,1403,2185,650,616,2326
2536:542,32,364,564,999,356,114,17,1196,1086
2541:61,32,58,1050,999,1046,1578,15,402,787
2547:8,650,1245,58,15,76,787,62,654,1764
2553:9134,25366,35177,5125,18939,8960,31397,13817,91343,19507
2558:661,5557,1528,72,2155,7180,3211,3524,3789,2153
2560:1196,58,1050,616,508,15,787,1511,564,285
2563:564,58,902,62,1578,1050,999,1332,1405,1046
2573:58,62,32,245,1196,1509,8,1050,76,999
2591:17,58,690,1511,616,238,861,285,8,554
2596:578,147,10121,18851,1811,2535,6868,9906,493,30301
2597:780,15,76,1535,17,564,1324,31037,8,2512
2601:3137,302,311,1119,10071,17,283,8,3739,3560
2604:8167,12332,367,226,194,14841,70,616,26342,268
2611:103,8,3233,542,1126,787,1511,61,1405,1535
2612:58,542,1050,17,302,1023,902,999,1046,654
2615:61,114,364,542,32,66,1578,101,518,564
2625:245,17,8,1827,58,1382,774,1524,15,2714
2626:616,356,66,1578,554,194,94,508,861,114
2634:508,564,17,542,1476,58,101,554,15,1475
2636:861,616,8,58,654,182,518,224,1231,508
2639:2302,678,542,8,1786,486,18890,122,656,103
2650:13766,2123,86115,17731,4308,75058,64309,22537,9657,44959
2661:518,1405,238,2901,364,322,61,7725,245,17
2663:7048,378,354,84,1471,236,94,8,1287,1539
2666:8,1511,58,1245,394,62,616,224,1196,508
2676:12821,654,3244,1168,356,10279,616,1567,559,9870
2689:302,15,861,654,17,58,1403,1614,363,1511
2693:790,70055,24871,39922,115276,66724,66345,105609,13304,52776
2708:402,194,2193,94,17,656,8,58,1050,226
2709:1405,4268,131,5117,8,2955,3476,245,3521,353
2713:1196,364,8,650,542,654,1511,564,58,2193
2715:984,8733,7994,7404,14226,661,135,7180,5557,9874
2716:8,508,226,84,1644,11325,787,81,986,70
2727:285,58,15,61,616,94,29,32,596,1403
2730:1050,61,1405,353,103,8,596,542,17,322
2731:1140,45,1245,76,62,616,29,224,1196,15
2734:564,76,518,861,787,736,4017,616,1069,1196
2735:3107,8848,1527,12990,1712,3172,26749,4825,4568,1923
2737:17,289,2597,84,616,654,302,387,1089,518
2745:518,61,32,245,15,1126,1987,295,999,1405
2746:23595,16151,22338,32863,5595,24118,4158,27209,13137,13987
2748:5287,76,564,327,2139,5567,103,518,5117,3618
2756:76,402,58,1245,787,1196,508,238,564,3101
2760:101,15,76,554,546,84,650,1023,518,94
2776:17,50665,90538,2548,35332,12961,4251,2097,219,394
2799:8,378,81,1410,245,564,902,31037,559,3105
2802:76,58,654,302,861,354,736,190,2185,616
2803:50665,90538,2548,35332,12961,33572,4251,2097,219,394
2804:650,1023,62,508,17,58,787,224,1568,564
2805:2121,1410,7048,1099,15,518,124,656,17,496
2812:508,542,114,1403,3017,902,999,61,650,94
2815:463,719,1400,984,8733,5738,1326,4190,1147,2275
2827:8964,17390,7059,2428,13510,62155,19691,64982,6582,27711
2831:15,518,754,94,654,8,58,84,61,1511
2846:542,32,245,616,654,103,518,285,76,61
2848:61,32,194,999,17,1086,1050,650,1405,3144
2853:18850,16962,5550,29458,1254,5738,4444,3081,34823,2326
2854:1119,245,70,518,496,7506,84,654,8,4919
2857:4797,353,1951,16127,518,245,94,4268,105,1109
2858:17,101,61,1344,546,211,15,650,787,363
2861:10981,54426,11468,3741,26639,17316,6977,19736,5975,4040
2871:378,4755,76,189,508,3107,124,931,245,17
2907:58,302,322,15,84,119,61,650,8,546
2912:3789,698,226,5771,124,1435,5545,375,176,719
2914:32,302,61,542,1578,554,690,650,62,238
2924:168,1326,3083,16956,1147,5480,3698,574,30880,3524
2925:15337,31133,302,2139,55481,38729,11973,7851,162,81
2947:2741,24301,66993,8643,46125,18970,262,66050,90538,51993
2951:8,6,361,866,654,302,483,30839,518,289
2959:302,190,263,654,1196,3244,1231,205,554,508
2960:554,518,3233,1382,654,32,8,76,61,616
2963:32,364,61,650,363,616,542,356,3101,17
2965:2512,18240,38284,348,650,984,17480,6088,2675,15337
2967:245,656,65,1276,1050,15,76,322,61,2200
2970:8,302,6,616,190,17,58,76,495,1403
2977:302,518,17,3101,378,866,363,301,45,8
2981:194,32,1140,554,364,650,94,542,861,162
2989:17,76,508,8,58,999,61,650,542,245
2990:22420,29000,13581,29727,37743,87122,86803,11490,82289,28194
3002:17,50665,90538,2548,35332,12961,4251,2097,219,394
3004:168,1326,984,8733,4873,14226,5488,11859,1400,135
3011:101,42139,84549,1164,4249,52257,292,5465,1382,120511
3013:1410,7006,8,94,508,245,564,301,873,61
3037:17,50665,90538,2548,35332,12961,4251,2097,219,394
3038:247,50306,6503,16016,76,69606,289,1677,37869,17567
3044:542,650,1511,518,616,58,1332,1196,508,238
3070:10692,4146,2528,8783,2354,26437,8129,4093,12093,6117
3081:8,58,354,508,17,1126,84,3976,616,224
3100:616,302,542,1196,1535,8,61,650,518,3101
3102:1400,168,984,574,5480,5557,2685,2642,719,8860
3105:17,15,654,58,902,564,8,554,61,363
3107:1050,4048,834,731,1023,1535,500,5767,225,780
3110:8,7006,81,3163,17,378,15,322,61,2200
3111:58,302,616,861,654,101,15,486,2018,394
3113:13832,42785,596,354,654,302,76,17,2512,1089
3121:8,101,15,554,1023,787,70,1535,859,1196
3125:518,654,17,8,58,302,61,1535,554,15
3126:17,50665,90538,2548,35332,12961,4251,2097,219,394
3129:61,542,32,1050,62,1804,564,3101,8,554
3139:17,354,654,29,1153,6874,1099,398,301,76
3144:5480,1326,8860,463,984,1081,1230,801,1400,9417
3152:15,616,8,554,402,1987,61,1511,1196,564
3166:17,50665,90538,2548,35332,12961,4251,2097,219,394
3167:1050,564,58,5567,1405,94,508,1790,1023,364
3169:402,2193,1405,542,508,1023,518,8,1050,1471
3170:302,616,861,17,58,61,1535,1196,238,654
3172:17,564,103,236,616,4919,302,15,698,1403
3176:58,15,650,182,363,1535,94,1196,1086,3563
3183:226,70,392,101,15,76,1023,1511,12093,1535
3184:354,3429,361,219,2526,1023,262,245,1267,17
3193:58,61,902,1804,508,364,8,554,546,76
3195:1126,17,15,1382,245,8,1119,908,353,322
3220:190,84,650,616,94,8,1023,62,542,1196
3229:542,58,1578,302,84,402,650,780,1535,616
3234:1102,518,114,70,1762,295,302,422,2193,813
3237:110318,54099,22678,41101,58923,28760,77678,102041,42323,107602
3238:17,58,654,616,787,301,902,119,1190,354
3239:58,616,190,17,29,8,76,30,1196,138
3246:1337,1011,17908,4671,14916,8772,4625,22643,2543,311
3258:58,787,542,8,554,508,364,15,84,902
3263:542,58,650,289,8,15,902,1471,61,363
3264:50665,90538,2548,35332,12961,4251,2097,219,394,2931
3277:168,719,10267,574,4190,760,5480,76,698,226
3279:17,650,1535,58,1023,787,518,62,616,542
3295:564,3484,650,1164,1410,76,5812,8,87110,4049
3305:8384,20288,28166,3223,10217,70,7281,1511,15475,3323
3306:1651,6901,9557,28389,31739,38583,29172,27747,5357,9797
3308:62,17,8,58,511,388,6793,508,654,554
3309:1200,554,302,690,616,1804,861,3101,1245,84
3319:17,50665,90538,2548,35332,12961,4251,2097,219,394
3320:3196,2548,10541,8069,7160,197,14793,4755,5111,15772
3328:616,58,554,1196,650,518,29,449,245,4414
3329:1023,40,13400,500,238,17,2464,5767,361,117
3335:58,15,1403,61,1332,542,356,861,654,245
3346:1403,103,245,1987,61,5117,542,472,8,15
3352:8,542,17,58,101,322,508,564,245,554
3353:16624,508,11588,11821,5142,289,17,8,67872,58
3360:8,84,1535,616,4697,3730,58,302,422,902
3374:654,616,518,542,1196,1511,289,1405,138,2233
3376:616,654,731,61,1023,363,364,564,262,17
3383:354,17,138,301,8,2512,675,58,378,654
